A,B,C,D,E,R1,R2,B1,B2,G1,G2,LAT,CLK,OE,Label
0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.2277080e-03
0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.2277320e-03
0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.2277560e-03
0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.2277800e-03
0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.2278040e-03
0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.2278320e-03
0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.2278560e-03
0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.2278840e-03
0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.2279080e-03
0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.2279320e-03
0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.2279560e-03
0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.2279800e-03
0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.2280040e-03
0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.2280320e-03
0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.2280560e-03
0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.2280840e-03
0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.2281080e-03
0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.2281320e-03
0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.2281560e-03
0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.2281800e-03
0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.2282040e-03
0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.2282320e-03
0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.2282560e-03
0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.2282840e-03
0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.2283080e-03
0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.2283320e-03
0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.2283560e-03
0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.2283800e-03
0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.2284040e-03
0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.2284320e-03
0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.2284560e-03
0,0,0,0,1,1,0,0,0,1,0,0,0,0,4.2284600e-03
0,0,0,0,1,1,0,0,0,1,0,0,0,1,4.3529000e-03
1,0,0,0,1,1,0,0,0,1,0,0,0,1,4.3531080e-03
1,0,0,0,1,1,0,0,0,1,0,1,0,1,4.3531360e-03
1,0,0,0,1,1,0,0,0,1,0,0,0,1,4.3531640e-03
1,0,0,0,1,1,0,0,0,1,0,0,1,1,4.3534840e-03
1,0,0,0,1,1,0,0,0,1,0,0,0,1,4.3535080e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,1,4.3535160e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,1,4.3535320e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,1,4.3535600e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,1,4.3535800e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,1,4.3536040e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,1,4.3536320e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,1,4.3536600e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,1,4.3536840e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,1,4.3537080e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,1,4.3537320e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3537360e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3537600e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3537840e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3538040e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3538360e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3538600e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3538840e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3539080e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3539320e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3539600e-03
1,0,0,0,1,1,0,0,0,1,0,0,0,0,4.3539640e-03
1,0,0,0,1,1,0,0,0,1,0,0,1,0,4.3540120e-03
1,0,0,0,1,1,0,0,0,1,0,0,0,0,4.3540360e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3540440e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3540600e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3540840e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3541080e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3541320e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3541600e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3541800e-03
1,0,0,0,1,1,0,0,0,1,0,0,0,0,4.3541880e-03
1,0,0,0,1,1,0,0,0,1,0,0,1,0,4.3542320e-03
1,0,0,0,1,1,0,0,0,1,0,0,0,0,4.3542600e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3542640e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3542840e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3543080e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3543320e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3543560e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3543800e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3544040e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3544320e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3544560e-03
1,0,0,0,1,1,0,0,0,1,0,0,0,0,4.3544600e-03
1,0,0,0,1,1,0,0,0,1,0,0,1,0,4.3544840e-03
1,0,0,0,1,1,0,0,0,1,0,0,0,0,4.3545080e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3545160e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3545320e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3545560e-03
1,0,0,0,1,1,0,0,0,1,0,0,0,0,4.3545640e-03
1,0,0,0,1,1,0,0,0,1,0,0,1,0,4.3546080e-03
1,0,0,0,1,1,0,0,0,1,0,0,0,0,4.3546320e-03
1,0,0,0,1,1,0,0,0,1,0,0,1,0,4.3546560e-03
1,0,0,0,1,1,0,0,0,1,0,0,0,0,4.3546840e-03
1,0,0,0,1,1,0,0,0,0,0,0,0,0,4.3546880e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3546920e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3547080e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3547320e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3547560e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3547800e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3548040e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3548320e-03
1,0,0,0,1,1,0,0,0,1,0,0,0,0,4.3548360e-03
1,0,0,0,1,1,0,0,0,1,0,0,1,0,4.3548840e-03
1,0,0,0,1,1,0,0,0,1,0,0,0,0,4.3549080e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3549160e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3549320e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3549560e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3549800e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3550040e-03
1,0,0,0,1,1,0,0,0,1,0,0,0,0,4.3550120e-03
1,0,0,0,1,1,0,0,0,1,0,0,1,0,4.3550600e-03
1,0,0,0,1,1,0,0,0,1,0,0,0,0,4.3550840e-03
1,0,0,0,1,1,0,0,0,0,0,0,0,0,4.3550880e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3550920e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3551080e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3551320e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3551560e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3551800e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3552040e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3552320e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3552560e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3552840e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3553080e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3553320e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3553560e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3553800e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3554040e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3554320e-03
1,0,0,0,1,1,0,0,0,1,0,0,0,0,4.3554360e-03
1,0,0,0,1,1,0,0,0,1,0,0,1,0,4.3554560e-03
1,0,0,0,1,1,0,0,0,1,0,0,0,0,4.3554840e-03
1,0,0,0,1,1,0,0,0,1,0,0,1,0,4.3555080e-03
1,0,0,0,1,1,0,0,0,1,0,0,0,0,4.3555320e-03
1,0,0,0,1,1,0,0,0,1,0,0,1,0,4.3555560e-03
1,0,0,0,1,1,0,0,0,1,0,0,0,0,4.3555800e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3555880e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3556320e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3556560e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3556840e-03
1,0,0,0,1,1,0,0,0,1,0,0,1,0,4.3557120e-03
1,0,0,0,1,1,0,0,0,1,0,0,0,0,4.3557560e-03
1,0,0,0,1,1,0,0,0,1,0,0,1,0,4.3558000e-03
1,0,0,0,1,1,0,0,0,1,0,0,0,0,4.3558560e-03
1,0,0,0,1,1,0,0,0,1,0,0,1,0,4.3558800e-03
1,0,0,0,1,1,0,0,0,1,0,0,0,0,4.3559000e-03
1,0,0,0,1,1,0,0,0,0,0,0,0,0,4.3559080e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3559120e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3559600e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3559800e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3560040e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3560280e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3560520e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3560720e-03
1,0,0,0,1,0,0,0,0,1,0,0,0,0,4.3560760e-03
1,0,0,0,1,1,0,0,0,1,0,0,0,0,4.3560800e-03
1,0,0,0,1,1,0,0,0,1,0,0,1,0,4.3561160e-03
1,0,0,0,1,1,0,0,0,1,0,0,0,0,4.3561400e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3561480e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3561640e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3561840e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3562080e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3562280e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3562520e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3562760e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3563000e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3563200e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3563400e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3563640e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3563880e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3564120e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3564360e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3564600e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3564840e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3565120e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3565400e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3565640e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3565880e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3566160e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3566720e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3566920e-03
1,0,0,0,1,1,0,0,0,1,0,0,0,0,4.3567000e-03
1,0,0,0,1,1,0,0,0,1,0,0,1,0,4.3567400e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3567720e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3567880e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3568120e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3568320e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3568520e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3568760e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3569000e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3569240e-03
1,0,0,0,1,0,0,0,0,1,0,0,0,0,4.3569280e-03
1,0,0,0,1,1,0,0,0,1,0,0,0,0,4.3569320e-03
1,0,0,0,1,1,0,0,0,1,0,0,1,0,4.3569440e-03
1,0,0,0,1,1,0,0,0,1,0,0,0,0,4.3569640e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3569760e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3570120e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3570360e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3570800e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3571000e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3571240e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3571480e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3571720e-03
1,0,0,0,1,0,0,0,0,1,0,0,0,0,4.3571960e-03
1,0,0,0,1,1,0,0,0,1,0,0,0,0,4.3572000e-03
1,0,0,0,1,1,0,0,0,1,0,0,1,0,4.3572600e-03
1,0,0,0,1,1,0,0,0,1,0,0,0,0,4.3572840e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3572920e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3573080e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3573640e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3573880e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3574120e-03
1,0,0,0,1,0,0,0,0,1,0,0,0,0,4.3574160e-03
1,0,0,0,1,1,0,0,0,1,0,0,0,0,4.3574200e-03
1,0,0,0,1,1,0,0,0,1,0,0,1,0,4.3574520e-03
1,0,0,0,1,1,0,0,0,1,0,0,0,0,4.3574760e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3574840e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3575400e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3575600e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3575800e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3576040e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3576600e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3576840e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3577080e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3577320e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3577880e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3578120e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3578320e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3578520e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3578760e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3579320e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3579560e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3579800e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3580040e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3580240e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3580480e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3580680e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3580920e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3581480e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3581720e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3581960e-03
1,0,0,0,1,1,0,0,0,1,0,0,0,0,4.3582040e-03
1,0,0,0,1,1,0,0,0,1,0,0,1,0,4.3582200e-03
1,0,0,0,1,1,0,0,0,1,0,0,0,0,4.3582400e-03
1,0,0,0,1,1,0,0,0,0,0,0,0,0,4.3582480e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3582520e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3582840e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3583400e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3583880e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3584120e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3584680e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3584920e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3585120e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3585320e-03
1,0,0,0,1,1,0,0,0,1,0,0,0,0,4.3585400e-03
1,0,0,0,1,1,0,0,0,1,0,0,1,0,4.3585560e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3585880e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3586120e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3586360e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3586600e-03
1,0,0,0,1,1,0,0,0,1,0,0,0,0,4.3586680e-03
1,0,0,0,1,1,0,0,0,1,0,0,1,0,4.3587040e-03
1,0,0,0,1,1,0,0,0,1,0,0,0,0,4.3587280e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3587360e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3587480e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3587720e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3588280e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3588520e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3588760e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3588960e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3589200e-03
1,0,0,0,1,1,0,0,0,1,0,0,1,0,4.3589480e-03
1,0,0,0,1,1,0,0,0,1,0,0,0,0,4.3589800e-03
1,0,0,0,1,1,0,0,0,1,0,0,1,0,4.3590200e-03
1,0,0,0,1,1,0,0,0,1,0,0,0,0,4.3590440e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3590520e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3590680e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3590920e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3591120e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3591320e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3591560e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3591800e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3592040e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3592240e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3592480e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3592680e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3592920e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3593160e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3593400e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3593640e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3593880e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3594120e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3594360e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3594600e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3594920e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3595160e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3595400e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3595640e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3595960e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3596200e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3596440e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3596680e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3596920e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3597160e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3597400e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3597640e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3597920e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3598640e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3598880e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3599080e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3599320e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3599560e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3599800e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3600360e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3600600e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3600800e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3601000e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3601240e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3601480e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3601720e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3601920e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3602120e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3602360e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3602600e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3603160e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3603400e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3603640e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3603840e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3604080e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3604280e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3604520e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3604760e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3605000e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3605200e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3605400e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3605640e-03
1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.3605880e-03
1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3606120e-03
1,0,0,0,1,1,0,0,0,1,0,0,0,0,4.3606160e-03
1,0,0,0,1,1,0,0,0,1,0,0,0,1,4.4848040e-03
0,0,0,0,1,1,0,0,0,1,0,0,0,1,4.4849800e-03
0,1,0,0,1,1,0,0,0,1,0,0,0,1,4.4850520e-03
0,1,0,0,1,1,0,0,0,1,0,1,0,1,4.4850680e-03
0,1,0,0,1,1,0,0,0,1,0,0,0,1,4.4850920e-03
0,1,0,0,1,1,0,0,0,1,0,0,1,1,4.4854760e-03
0,1,0,0,1,1,0,0,0,1,0,0,0,1,4.4855000e-03
0,1,0,0,1,0,0,0,0,0,0,0,0,1,4.4855080e-03
0,1,0,0,1,0,0,0,0,0,0,0,1,1,4.4855720e-03
0,1,0,0,1,0,0,0,0,0,0,0,0,1,4.4855960e-03
0,1,0,0,1,0,0,0,0,0,0,0,1,1,4.4856160e-03
0,1,0,0,1,0,0,0,0,0,0,0,0,1,4.4856400e-03
0,1,0,0,1,0,0,0,0,0,0,0,1,1,4.4856600e-03
0,1,0,0,1,0,0,0,0,0,0,0,0,1,4.4856840e-03
0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.4857000e-03
0,1,0,0,1,0,0,0,0,0,0,0,1,0,4.4857400e-03
0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.4857640e-03
0,1,0,0,1,0,0,0,0,0,0,0,1,0,4.4857880e-03
0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.4858440e-03
0,1,0,0,1,0,0,0,0,0,0,0,1,0,4.4858680e-03
0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.4858920e-03
0,1,0,0,1,0,0,0,0,0,0,0,1,0,4.4859120e-03
0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.4859320e-03
0,1,0,0,1,0,0,0,0,0,0,0,1,0,4.4859560e-03
0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.4860120e-03
0,1,0,0,1,0,0,0,0,0,0,0,1,0,4.4860360e-03
0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.4860600e-03
0,1,0,0,1,1,0,0,0,1,0,0,0,0,4.4860680e-03
0,1,0,0,1,1,0,0,0,1,0,0,1,0,4.4861040e-03
0,1,0,0,1,1,0,0,0,1,0,0,0,0,4.4861280e-03
0,1,0,0,1,1,0,0,0,0,0,0,0,0,4.4861360e-03
0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.4861400e-03
0,1,0,0,1,0,0,0,0,0,0,0,1,0,4.4861480e-03
0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.4861720e-03
0,1,0,0,1,0,0,0,0,0,0,0,1,0,4.4862280e-03
0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.4862520e-03
0,1,0,0,1,0,0,0,0,0,0,0,1,0,4.4862760e-03
0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.4863000e-03
0,1,0,0,1,1,0,0,0,1,0,0,0,0,4.4863040e-03
0,1,0,0,1,1,0,0,0,1,0,0,1,0,4.4863800e-03
0,1,0,0,1,1,0,0,0,1,0,0,0,0,4.4864000e-03
